,c1_rank,c2_rank,c3_rank,c4_rank,c5_rank,c1_suit,c2_suit,c3_suit,c4_suit,c5_suit,class,s_pos,s_rank,s_suit,s_class,outcome
50734,13,10,8,7,6,4,4,2,1,2,9,5,10,1,8,0
50735,10,9,7,5,3,3,2,2,1,3,9,5,8,1,9,0
50736,14,14,11,8,3,1,4,4,2,4,8,4,2,2,8,1
50737,12,10,7,6,3,4,1,2,3,3,9,1,10,2,8,0
50738,12,12,13,5,3,2,1,4,3,1,8,2,7,4,9,1
50739,13,13,10,7,5,3,1,3,3,4,8,2,8,4,8,0
50740,12,11,10,5,3,2,4,4,4,3,9,1,4,4,9,1
50741,11,11,14,13,8,2,3,2,1,2,8,5,7,4,8,1
50742,10,10,14,9,7,2,3,4,3,3,8,3,4,2,8,1
50743,12,9,8,6,2,3,4,3,2,3,9,5,13,2,9,0
50744,14,11,9,5,3,2,4,4,1,1,9,4,8,3,9,0
50745,2,2,11,10,6,3,4,3,3,4,8,4,6,1,8,0
50746,9,9,12,10,7,3,1,3,2,1,8,4,12,2,8,0
50747,13,12,8,7,2,1,4,4,3,1,9,5,4,2,9,1
50748,11,7,6,5,3,1,2,2,1,2,9,5,7,4,9,0
50749,8,8,12,11,10,2,1,3,3,1,8,5,6,3,8,1
50750,14,13,9,7,4,1,4,3,3,3,9,4,10,3,9,0
50751,13,11,9,8,4,1,4,1,3,1,9,3,14,2,9,0
50752,14,14,10,10,13,1,3,2,4,4,7,5,3,4,8,1
50753,9,9,13,7,3,2,1,1,2,1,8,4,4,1,8,0
50754,7,7,12,8,5,4,1,3,4,2,8,3,8,3,7,0
50755,11,11,14,9,3,3,4,2,4,2,8,4,14,4,8,0
50756,12,12,4,4,5,4,3,1,2,1,7,5,13,3,8,1
50757,11,10,6,5,3,1,3,4,3,2,9,4,10,1,8,0
50758,3,3,10,9,6,4,1,4,1,2,8,3,9,3,8,0
50759,14,13,11,8,2,4,2,2,1,4,9,5,7,1,9,1
50760,12,12,7,4,2,1,4,2,1,3,8,4,13,3,8,0
50761,5,5,12,6,4,2,1,2,4,3,8,4,7,3,8,0
50762,11,11,8,5,4,1,2,1,4,2,8,5,10,1,9,1
50763,10,10,14,5,4,2,3,4,3,4,8,5,2,4,8,1
50764,7,7,5,5,9,2,3,3,2,1,7,5,2,2,8,1
50765,11,10,8,7,3,2,3,4,1,3,9,1,8,3,8,0
50766,14,10,4,3,2,2,2,2,2,1,9,4,13,1,9,0
50767,14,12,9,6,3,1,4,4,4,4,9,2,12,1,8,0
50768,12,10,9,5,4,3,3,2,3,4,9,5,2,3,9,1
50769,14,14,11,7,4,2,4,3,3,2,8,3,6,2,9,1
50770,8,7,5,3,2,4,2,4,1,4,9,5,13,4,9,0
50771,10,10,8,3,2,2,4,3,3,2,8,5,7,4,8,0
50772,14,12,9,8,6,3,1,2,4,4,9,3,5,1,9,1
50773,10,10,12,3,2,4,3,3,4,4,8,4,14,4,8,0
50774,12,11,8,4,2,4,3,3,3,1,9,5,4,1,8,0
50775,5,5,14,11,6,3,2,1,4,2,8,4,2,3,9,1
50776,14,13,10,6,3,4,1,4,2,4,9,3,6,1,8,0
50777,12,10,7,4,2,3,2,2,4,3,9,4,9,2,9,0
50778,9,8,4,3,2,4,1,1,1,2,9,3,9,3,8,0
50779,14,13,11,6,5,1,4,3,3,2,9,1,7,3,9,0
50780,14,12,4,3,2,2,3,4,2,1,9,5,6,4,9,0
50781,7,7,10,5,3,2,1,4,1,3,8,4,12,2,9,1
50782,11,11,9,4,2,4,1,2,2,2,8,3,13,1,9,1
50783,6,6,5,5,4,2,1,4,2,3,7,5,7,4,7,0
50784,6,6,12,4,3,3,1,2,3,3,8,3,13,4,8,0
50785,14,14,8,5,4,1,4,3,4,1,8,3,14,2,6,0
50786,11,9,7,5,3,2,2,4,1,2,9,5,14,3,9,0
50787,13,13,7,7,12,3,2,1,2,1,7,5,3,4,8,1
50788,5,5,8,4,2,3,1,2,4,4,8,4,9,1,9,1
50789,10,10,13,7,3,4,3,3,2,1,8,5,14,1,8,0
50790,14,13,12,6,2,4,1,4,2,1,9,2,8,4,9,1
50791,14,13,11,7,6,2,4,1,3,1,9,2,13,2,8,0
50792,3,3,11,6,4,4,3,2,4,4,8,5,14,4,9,1
50793,10,10,7,6,2,1,2,4,3,1,8,5,13,2,8,0
50794,12,9,7,5,2,4,4,3,2,2,9,3,4,2,9,1
50795,14,13,8,6,5,2,3,3,1,3,9,5,14,1,9,0
50796,12,11,10,8,3,4,1,2,2,4,9,3,5,2,9,0
50797,10,10,7,3,2,3,4,2,3,1,8,5,6,3,9,1
50798,13,10,9,5,3,1,1,4,1,2,9,4,2,3,9,1
50799,14,13,9,7,2,2,2,2,4,4,9,4,12,2,9,1
50800,12,12,10,4,3,1,2,3,3,4,8,4,8,3,8,0
50801,4,4,14,13,10,4,2,1,3,4,8,3,11,3,9,1
50802,6,6,14,12,5,1,4,3,4,2,8,4,2,4,8,1
50803,14,14,8,7,3,2,4,1,3,2,8,4,6,2,9,1
50804,14,12,10,5,2,2,1,2,1,1,9,4,2,2,8,0
50805,12,11,10,6,5,3,3,3,2,2,9,3,5,4,8,0
50806,9,9,12,4,3,2,4,4,4,3,8,5,8,4,8,0
50807,3,3,7,5,4,1,2,4,3,3,8,3,8,1,8,0
50808,14,10,7,5,2,4,1,3,1,2,9,4,13,2,9,0
50809,14,6,5,4,2,3,3,2,1,1,9,5,9,2,9,0
50810,9,9,12,7,6,4,1,2,2,4,8,4,4,2,9,1
50811,11,7,6,4,3,2,4,1,3,1,9,3,8,4,9,0
50812,7,7,6,6,12,3,1,2,3,1,7,5,2,1,8,1
50813,12,10,8,5,3,2,1,4,3,4,9,2,10,4,8,0
50814,12,6,5,3,2,4,1,1,3,4,9,3,4,1,9,0
50815,9,9,13,8,5,3,1,2,2,2,8,3,2,3,8,1
50816,5,5,12,6,4,2,4,2,1,2,8,1,8,2,8,1
50817,11,8,7,5,3,3,1,2,3,2,9,1,6,4,9,0
50818,10,10,2,2,6,3,1,3,4,2,7,5,12,1,8,1
50819,14,13,12,10,3,3,1,4,2,1,9,5,4,3,9,1
50820,12,12,13,6,4,2,4,4,3,1,8,1,3,3,9,1
50821,5,5,14,12,8,2,4,2,3,3,8,4,7,3,9,1
50822,14,11,9,8,3,1,2,1,1,4,9,5,12,1,9,0
50823,10,10,13,7,6,4,3,3,2,1,8,3,7,4,7,0
50824,9,9,9,11,6,2,3,4,2,4,6,4,13,2,8,1
50825,13,13,2,2,14,3,4,3,4,2,7,5,10,2,8,1
50826,7,7,12,11,4,2,4,4,1,2,8,3,10,3,8,1
50827,7,6,5,4,2,1,2,3,3,2,9,4,2,1,8,0
50828,13,9,5,3,2,4,3,3,4,4,9,2,5,4,8,0
50829,2,2,13,10,4,3,2,1,1,4,8,5,9,4,9,1
50830,14,14,11,10,6,2,1,1,3,1,8,3,9,2,9,1
50831,14,12,8,6,4,4,1,1,4,2,9,4,12,2,9,0
50832,14,13,10,7,5,3,4,4,2,1,9,5,4,2,9,1
50833,14,8,7,6,4,1,3,3,4,4,9,2,5,3,9,1
50834,11,9,7,6,5,2,4,4,3,2,9,4,9,1,8,0
50835,13,12,6,3,2,1,2,2,4,4,9,4,12,1,8,0
50836,14,13,10,9,4,4,3,2,3,4,9,2,12,3,9,0
50837,9,7,6,3,2,4,2,1,1,3,9,1,14,3,9,0
50838,14,12,6,4,3,1,4,3,2,2,9,3,3,4,8,0
50839,8,8,11,5,3,3,4,3,2,3,8,3,5,1,8,0
50840,13,10,9,6,3,4,2,2,2,4,9,5,6,3,8,0
50841,14,12,7,4,3,4,2,1,2,3,9,3,4,3,9,0
50842,8,8,14,13,5,1,2,1,3,1,8,4,7,4,8,0
50843,12,11,10,6,4,1,3,1,1,1,9,3,2,4,9,1
50844,7,7,12,8,4,2,3,2,1,4,8,1,6,3,8,1
50845,11,11,12,6,2,3,1,4,4,3,8,3,11,4,6,0
50846,14,11,10,8,5,2,2,1,2,1,9,4,9,3,9,0
50847,13,8,6,4,2,3,4,2,2,1,9,4,7,1,9,0
50848,12,11,9,8,6,2,4,1,4,3,9,4,8,2,8,0
50849,12,10,8,7,4,4,4,1,2,2,9,2,7,3,8,0
50850,12,10,7,4,2,1,3,4,3,1,9,5,6,2,9,1
50851,14,13,10,6,3,2,2,2,1,1,9,4,13,4,9,0
50852,13,12,10,7,6,2,4,1,3,1,9,4,5,3,9,1
50853,13,13,11,8,7,4,3,3,3,2,8,3,9,4,8,1
50854,12,10,6,4,2,2,3,4,4,1,9,5,4,1,8,0
50855,3,3,12,11,5,1,3,3,2,1,8,5,12,1,8,0
50856,11,8,4,3,2,3,4,2,2,3,9,5,6,2,9,1
50857,8,7,6,4,3,1,3,1,4,4,9,4,5,4,9,0
50858,13,11,8,6,5,1,4,2,4,3,9,4,2,2,9,1
50859,10,9,8,5,4,2,3,3,2,1,9,2,9,2,8,0
50860,14,9,8,7,3,1,4,2,2,4,9,3,2,4,9,1
50861,14,10,8,5,4,2,4,4,3,3,9,2,7,3,9,1
50862,12,11,10,9,8,2,4,1,1,1,5,0,12,4,5,0
50863,13,11,10,9,7,4,1,2,3,4,9,3,3,2,9,1
50864,13,7,5,4,2,3,4,3,4,3,9,4,6,1,9,0
50865,13,11,9,6,5,4,4,3,3,4,9,5,3,2,9,1
50866,8,8,14,10,3,3,1,3,1,4,8,3,7,1,8,1
50867,14,14,13,8,6,1,4,2,2,4,8,3,2,1,8,1
50868,2,2,14,8,5,3,2,2,3,2,8,5,12,1,8,0
50869,12,9,7,5,4,4,4,3,4,3,9,5,5,3,8,0
50870,11,11,10,6,3,2,4,4,2,1,8,5,8,1,8,0
50871,14,10,7,3,2,1,3,4,2,1,9,5,2,4,9,0
50872,11,11,7,6,3,4,2,1,2,3,8,5,11,3,6,0
50873,6,6,14,9,5,1,3,2,1,4,8,4,13,2,9,1
50874,9,9,11,8,5,3,2,1,4,2,8,3,2,2,9,1
50875,12,12,14,13,9,2,1,4,1,4,8,4,12,4,8,0
50876,9,8,7,6,2,3,4,3,3,3,9,4,7,1,8,0
50877,8,8,12,6,3,3,2,4,4,1,8,4,4,3,9,1
50878,14,9,8,6,3,2,2,1,1,3,9,5,7,2,9,1
50879,13,10,6,3,2,2,1,2,2,2,9,5,4,4,9,0
50880,11,6,4,3,2,1,1,2,3,2,9,5,14,3,9,0
50881,3,3,13,8,6,1,2,4,4,4,8,5,2,4,8,1
50882,13,12,11,10,6,1,2,4,2,3,9,4,5,1,9,1
50883,11,9,5,4,2,3,3,3,1,3,9,2,5,4,8,0
50884,14,13,12,9,2,2,3,1,4,3,9,2,4,1,9,1
50885,8,7,4,3,2,4,3,3,2,2,9,2,11,4,9,0
50886,3,3,10,8,5,1,3,1,2,1,8,5,12,2,8,0
50887,14,13,7,4,2,4,1,1,4,4,9,5,6,3,9,0
50888,7,7,11,6,2,4,3,3,2,1,8,4,3,3,8,1
50889,10,10,14,5,2,3,1,3,1,2,8,3,2,3,8,0
50890,7,7,3,3,5,1,2,1,2,2,7,5,14,4,8,1
50891,11,11,14,8,6,4,2,1,1,1,8,1,3,4,8,1
50892,8,8,9,7,3,1,3,2,3,4,8,4,5,4,8,1
50893,14,10,6,5,4,3,4,1,3,2,9,4,3,3,9,1
50894,11,8,7,6,2,1,4,2,3,3,9,4,2,4,8,0
50895,13,13,9,9,14,3,1,3,4,4,7,5,2,1,8,1
50896,14,14,11,4,2,1,2,2,2,1,8,5,11,3,8,0
50897,13,12,11,9,7,4,2,4,4,2,9,2,14,3,9,0
50898,8,7,5,4,2,1,4,3,4,4,9,5,6,1,9,0
50899,5,5,13,11,10,1,2,2,1,4,8,2,4,3,8,1
50900,11,11,10,10,3,4,1,1,3,3,7,5,10,4,6,0
50901,11,11,2,2,13,3,2,4,3,1,7,5,14,3,7,0
50902,14,13,8,6,4,2,4,4,3,3,9,5,7,1,9,1
50903,9,8,7,6,5,1,2,4,4,1,5,0,10,2,5,0
50904,14,14,13,9,8,3,4,2,2,1,8,1,3,3,9,1
50905,9,9,13,12,5,3,1,1,1,3,8,2,8,2,9,1
50906,14,12,11,9,5,2,2,2,4,1,9,5,10,2,9,0
50907,14,13,8,7,3,1,4,3,3,4,9,5,7,4,9,0
50908,13,10,9,7,2,2,1,3,2,2,9,5,9,1,8,0
50909,14,13,7,6,5,1,4,3,3,4,9,5,2,4,9,1
50910,8,8,8,7,6,4,2,3,4,1,6,5,14,4,6,0
50911,11,10,8,4,3,4,3,1,4,2,9,4,10,2,8,0
50912,12,12,14,13,11,3,4,4,1,1,8,3,14,3,7,0
50913,8,8,6,6,7,1,4,1,3,4,7,5,13,2,8,1
50914,7,7,12,10,8,3,1,1,4,2,8,5,6,2,9,1
50915,8,7,5,4,3,3,2,3,1,1,9,3,14,2,9,0
50916,13,11,9,7,2,3,3,4,4,3,9,1,11,2,8,0
50917,11,10,9,8,6,1,1,1,4,4,9,5,5,3,9,1
50918,14,13,8,6,5,1,1,3,3,4,9,3,4,1,9,1
50919,3,3,14,13,9,1,4,2,2,2,8,5,2,2,8,1
50920,8,8,14,9,5,2,3,2,2,4,8,4,3,3,9,1
50921,5,5,13,10,9,2,3,2,4,1,8,3,3,2,8,1
50922,7,7,13,12,6,2,3,1,1,3,8,5,11,1,8,0
50923,4,4,6,3,2,2,1,1,4,4,8,5,12,3,8,0
50924,8,8,13,11,5,2,1,4,1,4,8,5,5,1,8,0
50925,14,11,10,9,8,1,2,1,3,3,9,2,14,3,9,0
50926,14,13,12,7,3,4,3,1,4,1,9,5,4,4,9,1
50927,12,12,14,10,9,2,3,2,3,2,8,5,9,4,8,1
50928,5,5,3,3,7,3,1,3,1,3,7,5,11,3,8,1
50929,13,13,9,9,12,1,2,3,4,3,7,5,2,2,7,1
50930,14,9,8,7,4,2,2,1,2,4,9,4,2,4,9,1
50931,14,10,9,7,6,4,1,1,4,3,9,3,7,1,8,0
50932,10,10,11,9,5,2,4,2,3,3,8,5,7,1,8,0
50933,14,9,6,5,2,2,2,4,1,1,9,3,4,2,9,1
50934,13,8,5,4,3,3,1,2,3,4,9,5,11,4,9,0
50935,6,6,8,7,3,3,2,4,3,2,8,4,9,1,9,1
50936,8,8,13,9,4,1,4,2,3,2,8,3,10,3,8,0
50937,13,11,6,4,3,1,4,1,4,1,9,5,9,1,9,0
50938,14,11,10,5,2,2,3,1,2,1,9,5,3,4,9,0
50939,9,8,7,4,3,2,3,4,1,3,9,5,7,2,8,0
50940,14,11,10,7,3,3,1,4,3,1,9,1,13,3,9,0
50941,10,9,8,7,2,2,4,2,4,2,9,4,13,4,9,0
50942,13,11,5,4,3,2,4,2,3,2,9,3,6,2,9,1
50943,14,14,12,3,2,2,1,3,3,4,8,5,12,1,7,0
50944,10,10,12,8,6,2,4,4,4,4,8,4,11,2,8,0
50945,13,11,8,7,3,1,4,3,1,3,9,1,9,1,9,1
50946,12,12,10,5,4,3,1,1,2,2,8,4,14,2,9,1
50947,13,9,7,6,5,4,4,4,3,3,9,3,7,2,9,0
50948,13,9,8,6,4,2,2,1,4,4,9,2,14,3,9,0
50949,4,4,12,7,5,1,2,3,4,4,8,4,9,1,9,1
50950,2,2,10,9,4,1,3,1,3,3,8,5,5,2,8,1
50951,14,12,11,10,6,1,1,1,4,1,9,3,6,3,9,0
50952,4,4,9,8,7,4,3,4,4,1,8,3,2,1,8,1
50953,14,7,6,5,3,4,2,2,3,4,9,3,13,3,9,0
50954,12,12,8,3,2,2,1,3,3,3,8,4,4,2,9,1
50955,11,9,7,3,2,3,2,3,2,4,9,5,11,4,8,0
50956,8,8,10,9,2,3,1,1,4,3,8,5,6,4,9,1
50957,4,4,13,11,7,3,2,4,3,2,8,4,12,3,8,1
50958,13,12,11,10,5,2,1,4,3,1,9,3,4,4,9,1
50959,14,12,11,9,3,4,2,2,3,4,9,3,13,3,9,0
50960,11,10,7,4,2,4,1,3,4,4,9,4,4,2,8,0
50961,13,11,8,7,6,4,1,2,2,3,9,3,11,3,8,0
50962,5,4,3,2,14,3,1,3,3,1,5,4,6,4,9,1
50963,14,10,9,7,2,4,2,4,1,2,9,3,4,3,9,1
50964,8,8,9,7,3,2,4,3,3,4,8,3,10,1,9,1
50965,13,13,11,7,2,3,4,2,2,4,8,5,9,1,9,1
50966,11,11,13,6,2,3,4,2,2,3,8,3,5,4,8,0
50967,4,4,14,9,2,3,2,3,4,1,8,5,12,3,9,1
50968,6,6,4,4,14,1,2,3,2,3,7,5,5,2,7,1
50969,10,10,13,12,7,2,3,1,2,4,8,5,8,1,9,1
50970,3,3,14,13,7,1,2,4,4,3,8,3,7,2,7,0
50971,12,11,10,9,2,3,2,4,4,3,9,3,14,1,9,0
50972,14,13,10,9,3,1,4,4,1,2,9,4,4,3,9,1
50973,11,10,8,7,2,4,2,1,2,4,9,4,5,2,9,1
50974,14,7,6,5,4,2,4,1,4,2,9,5,11,3,9,0
50975,11,9,8,3,2,1,4,2,1,1,9,4,3,3,8,0
50976,9,6,5,3,2,4,3,4,3,4,9,5,5,1,8,0
50977,12,10,8,7,2,2,2,1,2,3,9,1,3,4,9,1
50978,6,6,12,11,8,4,1,3,4,4,8,4,4,3,9,1
50979,11,11,14,8,4,3,1,2,2,4,8,3,9,2,8,1
50980,6,6,10,7,4,2,4,3,1,2,8,3,6,1,6,0
50981,11,9,6,5,2,1,1,3,1,3,9,5,4,4,9,1
50982,10,10,13,9,7,2,1,2,2,4,8,3,3,2,8,1
50983,3,3,14,10,8,3,1,3,4,2,8,3,14,2,8,0
50984,12,9,8,7,4,4,1,3,3,1,9,2,7,1,8,0
50985,13,13,8,6,4,3,1,1,2,2,8,1,12,1,8,0
50986,2,2,14,9,7,1,4,4,3,2,8,4,11,1,8,0
50987,10,10,10,11,6,3,1,4,2,4,6,5,2,3,8,1
50988,12,12,8,7,4,3,4,1,4,1,8,4,14,2,9,1
50989,13,11,7,5,2,3,2,2,1,3,9,5,14,1,9,0
50990,13,12,10,8,3,2,2,4,2,1,9,3,6,4,9,1
50991,7,7,14,6,2,3,1,3,2,1,8,4,9,1,9,1
50992,12,8,7,5,4,1,4,3,4,1,9,3,13,3,9,0
50993,12,11,9,4,3,2,4,4,4,1,9,2,10,2,9,0
50994,10,8,7,6,4,4,3,2,3,2,9,2,8,1,8,0
50995,14,12,7,4,3,1,3,1,3,2,9,2,9,3,9,1
50996,9,6,5,4,2,1,4,3,4,2,9,5,2,1,8,0
50997,6,6,10,8,5,1,2,4,1,2,8,5,14,4,9,1
50998,13,11,9,8,6,2,2,4,2,3,9,1,7,2,9,1
50999,14,12,7,5,3,2,1,4,1,3,9,5,4,3,9,1
51000,11,11,6,6,2,1,2,3,1,1,7,5,10,2,8,1
51001,8,8,13,7,4,2,1,2,4,2,8,5,9,2,8,1
51002,10,10,9,3,2,4,3,1,4,2,8,4,14,2,9,1
51003,12,10,9,5,3,4,1,3,1,2,9,3,8,4,9,1
51004,7,7,11,10,8,2,1,4,4,2,8,5,14,2,9,1
51005,12,12,13,9,4,2,1,3,2,3,8,5,2,1,8,1
51006,14,11,9,6,4,4,2,1,4,4,9,5,2,3,9,1
51007,11,7,5,4,3,1,3,1,2,1,9,5,10,1,9,1
51008,2,2,11,8,5,2,3,1,4,1,8,4,10,1,8,1
51009,7,7,14,13,8,1,4,4,4,3,8,2,12,1,9,1
51010,11,10,9,8,4,3,2,4,1,1,9,1,13,2,9,0
51011,12,11,7,6,2,4,2,2,2,4,9,2,10,4,9,0
51012,7,7,9,8,3,3,4,3,4,4,8,3,5,4,8,1
51013,2,2,9,7,5,3,1,1,1,2,8,4,3,3,8,1
51014,10,9,8,3,2,3,2,3,1,2,9,3,4,1,9,1
51015,11,11,5,4,3,2,3,3,3,2,8,5,10,1,9,1
51016,14,11,10,7,5,1,4,3,4,4,9,5,3,1,9,1
51017,14,12,8,4,2,4,2,4,3,2,9,1,11,2,9,1
51018,12,9,8,5,3,3,4,2,1,4,9,4,6,3,9,1
51019,7,7,13,9,3,2,3,2,1,3,8,3,2,4,9,1
51020,13,11,7,3,2,4,4,1,1,3,9,5,12,4,9,1
51021,11,11,8,7,4,2,3,3,2,4,8,5,3,3,8,1
51022,9,8,7,5,4,4,2,4,3,1,9,4,13,1,9,0
51023,6,6,14,8,7,1,2,3,1,3,8,5,4,3,8,1
51024,4,4,10,7,2,3,1,4,3,1,8,3,11,3,8,0
51025,10,9,6,4,3,3,2,1,2,4,9,3,8,3,9,0
51026,13,10,5,3,2,2,1,3,2,2,9,4,5,4,8,0
51027,14,13,12,8,6,1,1,4,4,3,9,5,9,3,9,1
51028,12,10,8,3,2,2,4,3,1,1,9,5,9,2,9,0
51029,13,12,11,8,6,3,4,1,4,3,9,3,9,3,9,0
51030,14,11,9,5,4,3,4,1,1,3,9,1,3,3,9,1
51031,14,11,9,4,2,2,3,4,4,2,9,3,2,3,8,0
51032,5,5,11,7,2,3,2,4,2,3,8,3,6,3,8,1
51033,14,13,5,3,2,3,4,4,1,1,9,3,14,1,8,0
51034,11,8,7,6,4,2,3,3,1,2,9,4,7,4,9,0
51035,12,12,11,10,6,2,4,3,4,4,8,3,2,2,9,1
51036,11,10,9,8,4,3,1,3,2,4,9,4,2,3,9,1
51037,13,13,14,5,2,3,1,4,1,2,8,5,7,3,9,1
51038,11,10,7,6,4,4,3,2,4,2,9,4,2,1,9,1
51039,6,6,12,5,4,1,3,4,4,3,8,5,12,1,8,0
51040,10,7,6,4,2,1,4,3,1,1,9,5,12,3,9,0
51041,14,10,9,7,6,4,4,3,2,1,9,5,8,1,9,0
51042,14,12,9,6,5,3,4,2,2,4,9,4,9,1,8,0
51043,11,11,3,3,5,4,2,1,3,3,7,5,5,2,7,0
51044,14,14,10,8,6,3,1,3,2,3,8,4,13,3,9,1
51045,13,9,8,4,3,1,4,3,3,3,9,5,3,1,8,0
51046,13,13,11,7,6,4,2,2,2,2,8,4,7,4,8,1
51047,9,9,2,2,7,3,1,2,3,3,7,5,5,4,8,1
51048,11,11,14,7,5,2,4,2,2,2,8,5,5,1,8,0
51049,12,12,4,3,2,3,4,1,2,4,8,3,11,3,8,0
51050,9,9,12,7,3,3,4,2,3,1,8,4,7,4,8,1
51051,4,4,10,6,5,3,2,3,3,3,8,3,3,3,8,1
51052,13,11,8,5,3,2,3,1,3,1,9,2,3,4,8,0
51053,10,9,6,5,3,1,4,3,4,3,9,4,9,2,8,0
51054,14,14,9,8,2,2,1,1,2,4,8,4,4,4,8,1
51055,13,11,7,5,4,1,4,4,2,2,9,2,4,1,8,0
51056,13,12,10,6,3,2,4,2,4,2,9,5,8,4,9,1
51057,6,6,13,12,5,2,3,4,2,4,8,1,11,1,8,1
51058,2,2,7,4,3,1,2,4,3,4,8,3,10,3,8,0
51059,12,12,14,13,4,1,3,4,3,1,8,1,7,3,8,0
51060,3,3,7,6,5,3,4,2,2,4,8,5,6,4,8,0
51061,10,5,4,3,2,2,2,2,2,1,9,4,10,4,9,0
51062,13,13,12,9,4,4,1,3,3,1,8,4,12,1,8,1
51063,14,14,12,11,10,2,4,2,1,1,8,4,2,2,8,1
51064,14,7,6,5,4,1,3,4,4,1,9,3,11,2,9,0
51065,13,10,7,4,2,3,1,4,4,4,9,2,13,2,8,0
51066,5,5,10,6,3,1,3,2,2,3,8,5,3,2,7,0
51067,14,7,5,3,2,3,1,2,4,2,9,3,3,1,8,0
51068,13,7,5,3,2,1,3,1,2,3,9,5,7,4,8,0
51069,6,6,11,10,5,3,4,3,3,4,8,5,11,4,7,0
51070,11,11,4,4,12,2,1,3,1,1,7,5,4,4,7,0
51071,2,2,14,12,5,1,2,1,2,3,8,3,9,1,9,1
51072,12,12,9,7,5,4,2,3,2,4,8,5,9,1,8,0
51073,5,5,14,13,8,1,2,1,3,2,8,2,4,2,9,1
51074,6,6,12,10,8,1,4,1,4,4,8,5,4,1,8,1
51075,14,8,7,3,2,3,3,3,4,2,9,5,9,2,9,0
51076,6,6,9,5,3,4,3,3,2,4,8,3,2,3,8,1
51077,14,11,8,4,3,4,3,4,1,2,9,2,14,1,8,0
51078,12,12,9,5,2,2,3,4,4,1,8,5,8,3,8,0
51079,13,11,10,9,7,3,1,1,1,4,9,2,12,1,9,0
51080,11,9,8,7,5,2,2,1,1,2,9,5,3,4,9,1
51081,12,12,14,11,4,1,4,3,3,1,8,3,6,1,8,1
51082,2,2,13,11,7,1,4,1,1,4,8,3,2,3,8,0
51083,9,9,13,8,6,3,4,4,4,2,8,3,8,3,8,1
51084,14,14,13,8,6,2,4,2,3,1,8,5,5,2,9,1
51085,5,5,5,6,3,4,3,1,4,3,6,4,6,2,7,1
51086,14,13,12,9,7,3,4,1,1,4,9,5,14,1,8,0
51087,11,11,12,10,2,3,4,3,3,3,8,4,13,3,4,0
51088,3,3,14,11,7,1,3,4,3,2,8,5,12,4,9,1
51089,2,2,13,11,6,1,4,3,1,4,8,3,12,1,9,1
51090,10,9,8,6,5,3,2,4,2,2,9,4,14,2,9,0
51091,13,13,12,5,3,4,2,2,3,2,8,4,3,4,7,0
51092,14,13,5,3,2,1,2,3,3,3,9,4,14,4,8,0
51093,14,12,10,6,4,2,3,2,4,3,9,5,8,2,9,1
51094,13,12,11,10,2,4,2,3,1,2,9,5,3,2,9,1
51095,3,3,14,10,7,1,4,3,4,2,8,3,11,2,8,1
51096,11,10,8,4,3,3,3,2,4,3,9,5,2,3,9,1
51097,14,14,8,7,5,1,4,1,2,2,8,3,3,4,9,1
51098,7,7,13,12,2,1,3,3,3,2,8,4,4,3,8,0
51099,13,11,10,6,5,1,2,2,3,4,9,2,8,4,9,1
51100,3,3,14,13,10,3,4,2,3,4,8,4,10,2,7,0
51101,11,11,9,7,5,2,4,3,4,3,8,2,13,1,8,0
51102,6,6,8,5,3,4,2,3,2,1,8,5,12,2,8,0
51103,12,10,9,4,2,4,3,4,2,2,9,5,10,1,8,0
51104,4,4,13,8,5,1,4,2,2,4,8,4,10,1,8,0
51105,6,6,13,7,2,2,3,1,1,2,8,2,13,4,7,0
51106,14,11,9,5,4,3,1,3,3,2,9,3,11,2,8,0
51107,14,8,7,3,2,1,4,2,3,4,9,5,13,3,9,1
51108,13,10,7,6,2,1,3,4,2,4,9,5,9,4,9,0
51109,11,11,8,6,2,2,4,1,3,2,8,5,3,1,9,1
51110,14,13,11,6,4,1,3,3,4,2,9,2,4,4,8,0
51111,8,8,7,4,3,2,4,1,1,3,8,3,12,4,9,1
51112,13,9,8,7,5,1,1,4,4,1,9,5,7,3,8,0
51113,14,10,9,8,4,1,2,2,2,3,9,4,6,4,9,0
51114,14,13,11,3,2,2,3,3,4,3,9,3,3,3,8,0
51115,11,10,9,8,4,4,3,4,3,4,9,5,12,2,9,0
51116,14,11,10,9,7,3,1,4,3,2,9,4,8,4,9,0
51117,14,8,6,3,2,2,1,4,3,4,9,5,5,1,9,1
51118,13,11,10,7,5,2,2,2,4,4,9,5,7,1,8,0
51119,10,9,7,4,2,3,4,3,3,3,9,5,6,2,9,1
51120,8,8,7,5,4,4,1,4,1,4,8,1,3,3,9,1
51121,14,12,7,3,2,1,1,2,4,4,9,2,2,1,8,0
51122,12,8,5,4,3,2,3,3,2,2,9,2,11,2,9,0
51123,2,2,10,9,5,3,2,2,1,4,8,3,6,3,8,0
51124,13,13,14,9,6,2,1,4,1,1,8,4,9,3,8,1
51125,7,7,7,12,8,4,2,1,2,1,6,4,4,1,6,1
51126,13,12,11,3,2,4,4,1,2,1,9,5,5,3,9,0
51127,4,4,10,6,5,2,3,4,2,1,8,2,6,3,8,0
51128,14,13,10,6,5,1,4,1,1,3,9,3,8,2,9,0
51129,14,11,8,7,3,4,1,3,1,4,9,4,12,4,9,0
51130,9,9,13,12,4,1,3,3,3,4,8,5,5,2,8,1
